year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
1975,1,3,1,1,909,915,attached,452,0,FALSE,FALSE,TRUE,TRUE,580,Peters Highway,,Chadstad,10272,240411
1912,4,3,1,0,1592,1589,detached,274,0,TRUE,FALSE,FALSE,FALSE,400,Klein Manors,,Chadstad,10272,350599
1990,1,3,2,1,1829,2147,detached,480,0,FALSE,FALSE,TRUE,TRUE,5276,Patrick Bypass,,Chadstad,10272,438075
1980,1,4,1,1,1616,1620,attached,503,0,TRUE,FALSE,TRUE,TRUE,835,Zimmerman Common,,Chadstad,10272,440745
1971,2,2,1,0,971,966,attached,243,177,FALSE,FALSE,TRUE,TRUE,5643,Kimberly Island,2783,Chadstad,10272,140242
1972,2,2,1,0,976,982,attached,244,178,FALSE,FALSE,TRUE,TRUE,954,Kimberly Island,3920,Chadstad,10272,233727
1957,1,3,1,1,1060,1188,attached,497,0,FALSE,FALSE,FALSE,FALSE,7288,Matthew Trail,,Chadstad,10272,327218
1958,1,3,1,1,1247,1259,attached,473,0,FALSE,FALSE,FALSE,FALSE,9272,Ryan Street,,Chadstad,10272,402017
1974,2,2,1,0,984,984,attached,222,224,FALSE,FALSE,TRUE,TRUE,78982,Kimberly Island,354,Chadstad,10272,239069
1986,1,3,2,0,1332,1590,attached,462,0,FALSE,FALSE,TRUE,TRUE,43071,Johnny Lodge,,Chadstad,10808,347255
1991,2,4,2,1,1549,1554,attached,687,0,TRUE,FALSE,TRUE,TRUE,7716,Craig Views,,Chadstad,10808,414035
2007,1,3,2,0,1617,1676,attached,452,0,TRUE,FALSE,TRUE,TRUE,996,Angela Harbor,,Chadstad,10808,440749
1956,1,3,1,1,1383,1594,detached,443,0,TRUE,FALSE,TRUE,TRUE,657,Alicia Stravenue,,Chadstad,10808,361951
1977,1,2,1,1,1325,1585,attached,443,0,TRUE,FALSE,TRUE,TRUE,33869,Tracy Cape,,Jeffreyhaven,11558,178973
1952,1,3,1,0,1186,1699,detached,397,0,TRUE,FALSE,FALSE,FALSE,30107,Wendy Road,,Chadstad,10808,336568
1959,1,3,1,1,1255,1264,attached,441,0,TRUE,TRUE,TRUE,FALSE,257,Mcdowell Parks,,Chadstad,10808,394004
1961,1,3,1,1,1260,1325,attached,442,0,TRUE,FALSE,TRUE,FALSE,122,Mcdowell Parks,,Chadstad,10808,383320
1959,1,2,2,0,1319,1835,attached,483,0,TRUE,FALSE,TRUE,TRUE,350,William Ports,,Chadstad,10808,373967
1975,1,3,1,1,1239,1235,attached,486,0,TRUE,FALSE,TRUE,FALSE,6487,Kerr Ford,,Chadstad,10808,300507
1953,1,4,1,1,1155,1549,detached,401,0,FALSE,FALSE,FALSE,FALSE,55349,Joseph Falls,,Chadstad,10808,361281
1955,1,3,1,1,1175,1196,attached,423,0,TRUE,FALSE,TRUE,FALSE,4468,Holloway Mountain,,Chadstad,10808,353933
1987,2,3,2,1,1712,1808,attached,552,0,TRUE,TRUE,TRUE,TRUE,723,Wells Heights,,Chadstad,10808,407354
1988,1,3,2,0,1450,1517,attached,478,0,TRUE,FALSE,TRUE,TRUE,31890,Anderson Freeway,,Chadstad,10808,373969
1980,1,3,2,0,1010,1017,attached,463,0,TRUE,FALSE,TRUE,TRUE,2596,Austin Pike,,Chadstad,10808,333896
1960,1,4,2,0,1523,1528,attached,459,0,TRUE,FALSE,TRUE,TRUE,371,Hansen Tunnel,,Chadstad,10808,437413
1955,1,3,1,1,1226,1366,attached,424,0,TRUE,TRUE,TRUE,TRUE,7672,Sean Curve,,Chadstad,10808,457440
1989,2,5,3,0,2219,2219,attached,384,0,TRUE,TRUE,TRUE,TRUE,81848,Martha Parkway,,Chadstad,10752,467462
1959,1,3,2,0,1078,1543,attached,397,0,FALSE,TRUE,FALSE,FALSE,606,May Terrace,,Chadstad,10752,300508
1960,1,3,1,1,1063,1079,attached,357,0,FALSE,FALSE,FALSE,FALSE,6875,Lynch Flat,,Chadstad,10752,173629
1967,1,4,1,1,1410,1464,attached,483,0,TRUE,FALSE,TRUE,FALSE,688,Mark Island,,Chadstad,10752,341910
1996,1,3,2,0,1770,1927,attached,484,0,TRUE,FALSE,TRUE,TRUE,145,Sharon Passage,,Chadstad,10752,494175
1984,2,3,2,1,1557,1563,attached,474,0,TRUE,FALSE,TRUE,TRUE,15913,Michele Gateway,,Chadstad,10752,373966
2014,2,3,2,1,2610,2635,attached,431,0,FALSE,FALSE,TRUE,TRUE,999,Brianna Street,,Lake Dariusborough,10004,388127
1983,2,3,2,1,1553,1567,attached,472,0,TRUE,FALSE,TRUE,TRUE,81779,Michele Gateway,,Chadstad,10752,373965
1979,1,4,1,1,1434,1617,attached,442,0,TRUE,FALSE,TRUE,TRUE,61439,Joseph Fall,,Chadstad,10752,367286
1977,1,4,1,1,1718,1775,attached,458,0,TRUE,FALSE,TRUE,TRUE,740,Jones Port,,Chadstad,10752,440746
1977,1,4,1,1,1541,1633,attached,501,0,TRUE,FALSE,TRUE,TRUE,34427,Bradley Locks,,Chadstad,10752,427392
1975,1,2,1,1,936,1039,attached,486,0,FALSE,FALSE,TRUE,TRUE,43071,Soto Estates,,Chadstad,10752,285822
1971,1,4,3,1,2795,3244,attached,424,0,TRUE,FALSE,TRUE,TRUE,7001,Samantha Valleys,,Chadstad,10752,400678
1955,1,4,1,1,1280,2033,attached,464,0,TRUE,TRUE,TRUE,FALSE,89301,Peck Station,,Chadstad,10752,260446
1969,1,4,2,0,1981,2000,attached,446,0,TRUE,FALSE,TRUE,TRUE,35859,Steven Row,,Chadstad,10752,514203
1958,1,3,1,1,1297,1840,none,0,0,TRUE,TRUE,TRUE,FALSE,12193,Riley Dam,,Chadstad,10752,414039
2006,1,4,3,0,3092,3531,attached,651,0,TRUE,FALSE,TRUE,TRUE,81807,Kelly Garden,,Chadstad,10752,434071
2002,1,3,2,0,1790,1809,attached,695,0,TRUE,FALSE,TRUE,TRUE,808,Jennifer Drive,,Chadstad,10752,547598
2003,2,3,2,1,2752,2743,attached,420,0,FALSE,TRUE,TRUE,TRUE,482,Williams Walks,,Chadstad,10752,654445
2002,2,4,2,0,2798,2803,attached,419,0,FALSE,FALSE,TRUE,TRUE,15061,Wright Pike,,Chadstad,10752,534238
1989,2,4,2,0,2273,2268,attached,713,0,TRUE,TRUE,TRUE,TRUE,860,Taylor Plain,,Chadstad,10752,534244
2005,2,4,2,1,3074,3120,attached,654,0,TRUE,FALSE,TRUE,TRUE,9791,Stephen Port,,Chadstad,10752,574308
1990,1,4,2,1,1826,1918,attached,504,0,TRUE,TRUE,TRUE,TRUE,99143,Greene Shore,,Chadstad,10752,571636
1986,1,3,1,1,1622,1617,attached,410,0,TRUE,FALSE,TRUE,TRUE,210,Morton Divide,,Chadstad,10752,426059
1986,1,3,1,1,1130,1127,attached,410,0,TRUE,FALSE,TRUE,TRUE,843,Dominguez Port,,Chadstad,10752,394005
1981,1,4,2,0,1819,1919,attached,616,0,TRUE,FALSE,TRUE,TRUE,16266,Sean Coves,,Chadstad,10752,527560
2005,1,3,2,0,1755,1777,attached,472,0,TRUE,FALSE,TRUE,TRUE,90816,Jennifer Brooks,,Chadstad,10752,412696
1957,1,3,1,1,1285,1282,none,0,0,FALSE,FALSE,FALSE,FALSE,89844,Ortiz Hills,,Chadstad,10752,246421
1990,1,3,2,0,1695,1740,attached,456,0,TRUE,TRUE,TRUE,TRUE,22718,Romero Pines,,Chadstad,10752,479480
1994,2,4,2,1,1849,1867,attached,692,0,TRUE,FALSE,TRUE,TRUE,732,Jennifer Brooks,,Chadstad,10752,487490
1988,2,3,2,1,1896,1962,attached,606,0,TRUE,FALSE,TRUE,TRUE,992,Michael Gateway,,Chadstad,10752,407362
1979,2,4,2,1,1756,1792,attached,462,0,TRUE,FALSE,TRUE,TRUE,78284,Hickman Station,,Chadstad,10752,404686
1979,1,3,1,1,1073,1079,attached,433,0,TRUE,FALSE,TRUE,TRUE,860,Fields Summit,,Chadstad,10752,233733
1960,1,2,1,0,969,1038,none,0,0,FALSE,FALSE,FALSE,FALSE,681,Joshua Parks,,Chadstad,10752,275135
1957,1,3,1,1,1032,1294,attached,364,0,FALSE,FALSE,FALSE,FALSE,116,Fields Summit,,Chadstad,10752,299175
2005,1,4,2,1,1904,1989,attached,482,0,TRUE,FALSE,TRUE,TRUE,627,Anthony Camp,,Chadstad,10752,100166
2006,1,4,2,1,1904,1991,attached,478,0,TRUE,FALSE,TRUE,TRUE,15110,Anthony Camp,,Chadstad,10752,351934
2005,1,4,2,1,1897,1989,attached,482,0,TRUE,FALSE,TRUE,TRUE,15110,Anthony Camp,,Chadstad,10752,420710
2000,1,3,2,0,1481,1504,attached,400,0,TRUE,FALSE,TRUE,TRUE,86310,Medina Trail,,Chadstad,10752,387327
1999,1,3,2,0,1310,1355,attached,444,0,TRUE,FALSE,TRUE,TRUE,7008,Sarah Forge,,Chadstad,10752,380646
2000,1,3,2,0,1301,1355,attached,440,0,TRUE,FALSE,TRUE,TRUE,1503,Medina Trail,,Chadstad,10752,406021
1998,1,3,2,0,1302,1358,attached,437,0,TRUE,FALSE,TRUE,TRUE,5718,Sexton Summit,,Chadstad,10752,373967
2002,2,4,2,1,2347,2365,attached,444,0,TRUE,FALSE,TRUE,TRUE,34609,Crane View,,Chadstad,10752,427390
2001,2,4,2,1,1828,1860,attached,463,0,TRUE,FALSE,TRUE,TRUE,9461,Gina Path,,Chadstad,10752,435405
2002,2,4,2,1,1829,1857,attached,460,0,FALSE,FALSE,TRUE,TRUE,78067,Mcbride Stream,,Chadstad,10752,383321
1995,1,3,2,0,1558,1553,attached,467,0,TRUE,FALSE,TRUE,TRUE,1420,Lauren Freeway,,Chadstad,10752,392666
1982,1,5,2,1,2229,2275,attached,440,0,TRUE,FALSE,TRUE,TRUE,6445,Goodman Forge,,Chadstad,10752,130893
1927,1,2,1,0,699,783,detached,451,0,FALSE,FALSE,FALSE,FALSE,644,Clay Motorway,,Chadstad,10752,267116
1946,1,2,1,0,983,1098,detached,648,0,TRUE,FALSE,FALSE,FALSE,136,Jacob Mission,,Chadstad,10752,293829
1956,1,2,1,0,732,737,attached,244,0,FALSE,FALSE,FALSE,FALSE,76431,Mark Spring,,Chadstad,10752,247086
2010,1,3,2,1,1904,1958,attached,477,0,TRUE,FALSE,TRUE,TRUE,69490,Rush Cliff,,Port Jonathanborough,10250,423736
1955,1,3,1,1,1044,1056,attached,398,0,FALSE,FALSE,FALSE,FALSE,43488,David Forks,,Chadstad,10752,253766
1956,1,3,1,1,1053,1055,attached,400,0,FALSE,FALSE,FALSE,FALSE,43488,David Forks,,Chadstad,10752,80808
1956,1,3,1,1,1057,1170,attached,359,0,FALSE,FALSE,FALSE,FALSE,23315,Amy Harbor,,Chadstad,10752,126880
1988,1,4,2,0,1612,1745,attached,516,0,TRUE,FALSE,TRUE,TRUE,438,Taylor Trace,,Chadstad,10752,408697
1989,1,4,2,0,1612,1622,attached,520,0,TRUE,FALSE,TRUE,TRUE,5477,Clark Isle,,Chadstad,10752,400683
1955,1,4,1,1,1193,1591,attached,440,0,FALSE,TRUE,TRUE,FALSE,65461,Carlos Terrace,,Chadstad,10752,333900
1957,1,3,1,1,1138,1142,detached,441,0,TRUE,FALSE,FALSE,FALSE,335,Amy Locks,,Chadstad,10752,253763
1957,1,3,1,1,1610,1750,attached,441,0,TRUE,FALSE,FALSE,TRUE,19463,Cheryl Wall,,Chadstad,10752,249088
1958,1,2,1,0,922,1199,detached,222,0,FALSE,FALSE,FALSE,FALSE,91869,Ortiz Light,,Chadstad,10752,297836
1956,1,4,1,1,1255,1632,attached,363,0,FALSE,FALSE,TRUE,FALSE,826,Alvarez Junction,,Chadstad,10752,320546
1958,1,3,1,1,1630,1646,attached,360,0,FALSE,FALSE,TRUE,FALSE,1251,Jenkins River,,Chadstad,10752,333904
1949,1,2,1,0,957,1110,none,0,199,FALSE,FALSE,FALSE,FALSE,132,Alexandra Curve,,Chadstad,10752,331227
1990,2,4,2,1,2369,2425,attached,596,0,TRUE,TRUE,TRUE,TRUE,97,Jamie Orchard,,Chadstad,10752,387327
1991,1,2,1,1,1124,1121,attached,240,0,TRUE,FALSE,TRUE,TRUE,312,Thomas Field,638,Coletown,10130,248588
1992,2,2,1,1,1518,1845,attached,210,0,TRUE,FALSE,TRUE,TRUE,5136,John Meadow,638,Coletown,10130,309017
1990,1,4,2,1,2038,2172,attached,669,0,TRUE,TRUE,TRUE,TRUE,81256,Cook Spur,,Coletown,10130,563097
1990,2,3,2,1,1676,1808,attached,433,0,TRUE,FALSE,TRUE,TRUE,401,Fred Isle,,Coletown,10130,484806
1989,2,5,2,1,2713,2837,attached,565,0,TRUE,FALSE,TRUE,TRUE,26938,Wright Run,,Coletown,10130,631766
1990,2,4,2,1,2647,2702,attached,593,0,TRUE,TRUE,TRUE,TRUE,7906,Ford Parkways,,Coletown,10130,596053
1987,2,3,2,1,1562,1596,attached,526,0,TRUE,FALSE,TRUE,TRUE,4699,Brittney Overpass,,Coletown,10130,549360
1984,1,3,2,0,963,987,attached,441,0,TRUE,FALSE,TRUE,TRUE,4720,Kelley Estate,,Coletown,10130,377686
1987,1,3,2,0,1621,1649,attached,435,0,TRUE,FALSE,TRUE,TRUE,79232,White Cliff,,Coletown,10130,532877
1989,2,5,2,1,2420,2454,attached,596,0,TRUE,FALSE,TRUE,TRUE,10201,Brooks Brooks,,Coletown,10130,539058
1995,2,3,2,1,1557,1549,attached,436,0,TRUE,FALSE,TRUE,TRUE,56102,Tiffany Trail,3410,Coletown,10130,359831
1990,2,2,2,1,1185,1189,attached,522,0,TRUE,FALSE,TRUE,TRUE,189,Christopher Dale,,Coletown,10130,418890
1979,1,4,1,1,1589,1665,attached,497,0,TRUE,FALSE,TRUE,TRUE,560,Devin Court,,Chadstad,10752,460786
1950,1,2,1,0,1602,1953,attached,498,0,FALSE,TRUE,FALSE,FALSE,44742,Jeffrey Keys,,Chadstad,10752,488162
1972,1,3,1,1,1167,1226,attached,449,0,FALSE,TRUE,TRUE,FALSE,398,Greg Loop,,Chadstad,10752,380643
1988,2,4,3,0,2481,2633,attached,631,0,TRUE,TRUE,TRUE,TRUE,749,Sophia Summit,,Chadstad,10752,467457
1987,1,3,2,0,1183,1202,attached,482,0,TRUE,TRUE,TRUE,TRUE,556,Rebecca Falls,,Chadstad,10752,414035
1948,1,3,1,0,1160,1287,none,0,0,FALSE,FALSE,TRUE,TRUE,6664,Ellison Plain,,Chadstad,10752,480815
1976,1,3,1,1,1161,1190,attached,497,0,TRUE,FALSE,TRUE,TRUE,8093,Barber Radial,,Chadstad,10752,480814
1977,1,3,1,1,1151,1189,attached,503,0,TRUE,FALSE,TRUE,TRUE,8093,Barber Radial,,Chadstad,10752,360614
1953,1,2,1,0,813,1069,attached,348,0,FALSE,FALSE,FALSE,FALSE,286,Casey Cove,,Chadstad,10752,348591
2007,1,4,2,1,2973,3009,attached,886,0,TRUE,FALSE,TRUE,TRUE,96911,Melvin Meadows,,Coletown,10130,741640
2004,2,4,3,1,4123,4156,attached,626,0,TRUE,FALSE,TRUE,TRUE,73604,James Spring,,Justinport,10497,859318
2004,2,6,4,1,5655,5764,attached,800,0,TRUE,TRUE,TRUE,TRUE,92959,James Spring,,Justinport,10497,997916
1978,2,3,2,0,2512,3046,attached,462,0,TRUE,TRUE,TRUE,TRUE,688,Garcia Station,,Chadstad,10209,532909
1978,1,3,1,1,1855,1989,attached,628,0,TRUE,FALSE,TRUE,TRUE,463,Renee Garden,,Chadstad,10209,434067
1966,1,4,1,1,1970,2145,attached,458,0,TRUE,TRUE,TRUE,TRUE,772,Thomas Trail,,Chadstad,10209,494174
1962,1,4,1,1,1620,1614,attached,482,0,TRUE,FALSE,TRUE,TRUE,17368,Thomas Trail,,Chadstad,10209,474139
1962,1,5,2,1,2304,2402,detached,525,204,TRUE,FALSE,TRUE,TRUE,63186,Thomas Trail,,Chadstad,10209,467457
1983,2,3,2,1,1460,1455,attached,488,0,TRUE,FALSE,TRUE,TRUE,910,Joshua Via,,Chadstad,10209,468791
1965,1,4,1,1,1536,1641,detached,482,0,TRUE,FALSE,TRUE,TRUE,1177,Humphrey Course,,Justinport,10497,554401
2005,2,3,2,1,1697,1759,attached,418,0,TRUE,FALSE,TRUE,TRUE,20277,Kristi Run,,Chadstad,10752,426052
1987,2,3,3,0,1469,1483,attached,442,0,TRUE,FALSE,TRUE,TRUE,35526,Dana Point,,Chadstad,10752,394002
1981,2,3,2,1,1844,1850,attached,604,0,TRUE,FALSE,TRUE,TRUE,122,Teresa Rapid,,Chadstad,10752,407362
1985,4,4,2,1,1849,2001,attached,517,0,TRUE,TRUE,TRUE,TRUE,13509,Steven Row,,Chadstad,10752,510863
1979,2,4,2,1,2172,2362,attached,642,0,TRUE,FALSE,TRUE,TRUE,4384,Jared Row,,Chadstad,10752,480816
1976,1,2,1,1,1397,1395,detached,552,0,FALSE,FALSE,TRUE,TRUE,44939,Kathryn Junction,,Chadstad,10752,333899
1976,1,3,1,1,1560,1723,attached,477,0,TRUE,FALSE,TRUE,TRUE,25629,Kevin Islands,,Chadstad,10752,400677
1977,1,3,1,1,1281,1387,attached,457,0,TRUE,FALSE,TRUE,TRUE,336,Kevin Islands,,Chadstad,10752,375304
1962,1,3,1,1,1141,1143,attached,243,0,FALSE,FALSE,FALSE,FALSE,91869,Smith Point,,Chadstad,10752,267119
1963,1,3,1,1,1138,1136,attached,242,0,FALSE,FALSE,FALSE,FALSE,91869,Smith Point,,Chadstad,10752,368628
2005,2,3,2,1,2518,2524,attached,628,0,TRUE,FALSE,TRUE,TRUE,94902,Hardy Parkways,,Coletown,11631,607045
2004,1,4,2,1,2575,2646,attached,652,0,TRUE,FALSE,TRUE,TRUE,72044,Jennings Parkway,,Coletown,11631,622153
2005,2,5,2,1,2268,2332,attached,649,0,TRUE,FALSE,TRUE,TRUE,99534,Shelton Dam,,Coletown,11631,104877
2005,2,4,2,1,1905,1975,attached,421,0,TRUE,FALSE,TRUE,TRUE,882,Smith Square,,Coletown,11631,587817
2005,1,3,2,0,2064,2169,attached,430,0,TRUE,FALSE,TRUE,TRUE,2617,Emma Locks,,Coletown,11631,576829
2004,2,3,2,1,2250,2301,attached,642,0,TRUE,FALSE,TRUE,TRUE,70224,Wesley Rapids,,Coletown,11631,590561
2004,2,5,3,0,3113,3234,attached,911,0,TRUE,FALSE,TRUE,TRUE,832,Julie Haven,,Coletown,11631,679829
2003,1,3,2,0,2292,2471,attached,609,0,TRUE,TRUE,TRUE,TRUE,381,Julie Haven,,Coletown,11631,638635
2003,2,4,2,1,3342,3390,attached,424,0,TRUE,FALSE,TRUE,TRUE,2432,James Estates,,Coletown,11631,670217
2004,2,5,3,0,3179,3288,attached,837,0,TRUE,FALSE,TRUE,TRUE,864,Meagan Course,,Coletown,11631,480692
2003,2,4,3,1,3139,3233,attached,834,0,TRUE,FALSE,TRUE,TRUE,4387,Michael Islands,,Coletown,11631,659234
2003,2,4,2,1,2378,2471,attached,639,0,TRUE,FALSE,TRUE,TRUE,1390,Patrick Turnpike,,Coletown,11631,618034
2004,2,4,2,1,2552,2654,attached,451,0,TRUE,TRUE,TRUE,TRUE,97343,Robert Centers,,Coletown,11631,631761
2002,2,4,2,0,2607,2709,attached,564,0,TRUE,FALSE,TRUE,TRUE,96630,Carolyn Ville,,Coletown,11631,645500
2004,2,5,2,1,3708,3893,attached,657,0,TRUE,TRUE,TRUE,TRUE,9651,Mandy Land,,Coletown,11631,716917
2003,2,4,2,1,2767,2953,attached,639,0,TRUE,FALSE,TRUE,TRUE,31062,Nicholas Summit,,Coletown,11631,652367
2003,1,4,2,0,2456,2601,attached,486,0,TRUE,TRUE,TRUE,TRUE,17942,Rowe Alley,,Coletown,11631,652364
2003,2,5,3,1,3475,3610,attached,658,0,TRUE,FALSE,TRUE,TRUE,3493,Jenna Divide,,Coletown,11631,686700
2002,1,4,2,1,2585,2640,attached,652,0,TRUE,FALSE,TRUE,TRUE,42753,Lisa Ridge,,Coletown,11631,549238
2002,1,3,2,0,2206,2240,attached,645,0,TRUE,FALSE,TRUE,TRUE,29867,Kristen Drives,,Coletown,11631,597428
2001,1,4,3,0,2394,2466,attached,582,0,TRUE,FALSE,TRUE,TRUE,187,Robert Centers,,Coletown,11631,604296
2002,2,5,2,1,2531,2624,attached,428,0,TRUE,FALSE,TRUE,TRUE,4072,Lindsay Canyon,,Coletown,11631,659229
2000,2,5,3,0,2859,3026,attached,615,0,TRUE,TRUE,TRUE,TRUE,88701,Katelyn Mission,,Coletown,11631,666100
2000,2,5,3,0,2855,3035,attached,613,0,TRUE,TRUE,TRUE,TRUE,88701,Katelyn Mission,,Coletown,11631,590566
1974,1,4,2,0,2135,2180,detached,599,0,TRUE,FALSE,TRUE,TRUE,3283,Kenneth Islands,,Chadstad,10752,514208
1961,3,2,1,0,1083,1327,none,0,0,FALSE,FALSE,FALSE,FALSE,5415,Hunter Passage,,West Gregoryview,10750,13405
1975,1,4,1,1,1237,1324,attached,437,0,FALSE,FALSE,TRUE,TRUE,235,Derrick Lane,,Chadstad,10752,480817
1964,1,4,2,0,1551,1551,detached,422,0,TRUE,FALSE,TRUE,FALSE,986,Hunter Passage,,West Gregoryview,10750,606107
1990,1,3,1,1,1323,1322,attached,404,0,TRUE,FALSE,TRUE,TRUE,9471,Mark Corner,,West Gregoryview,10750,541904
1954,1,3,1,1,1209,1235,detached,422,0,TRUE,FALSE,FALSE,FALSE,53,Young Green,,West Gregoryview,10750,331631
1987,1,3,2,0,1350,1347,none,0,0,FALSE,FALSE,TRUE,TRUE,324,Dorothy Courts,,West Gregoryview,10750,351392
1985,1,4,2,0,2198,2286,attached,673,0,TRUE,FALSE,TRUE,TRUE,751,Sara Streets,,West Gregoryview,10750,645622
1985,1,3,1,1,1888,1904,attached,669,0,TRUE,TRUE,TRUE,TRUE,92578,Faith Track,,West Gregoryview,10750,705598
1977,1,3,1,1,1398,1476,attached,643,0,TRUE,FALSE,TRUE,TRUE,6863,Patrick Divide,,West Gregoryview,10750,500972
1980,1,3,1,1,1458,1481,attached,668,0,TRUE,FALSE,TRUE,TRUE,8774,Bonnie Ville,,West Gregoryview,10750,548959
1978,1,4,1,1,1900,2040,attached,421,0,TRUE,FALSE,TRUE,TRUE,8906,Hansen Tunnel,,West Gregoryview,10750,550371
1984,1,3,1,1,1620,2098,attached,401,0,TRUE,FALSE,TRUE,TRUE,6759,Renee Forge,,West Gregoryview,10750,564479
1978,1,3,1,1,1818,1906,attached,482,0,TRUE,FALSE,TRUE,TRUE,205,Henderson Loop,,West Gregoryview,10750,592705
2010,1,4,2,0,1771,1904,attached,423,0,FALSE,FALSE,TRUE,TRUE,33107,Michael Station,,East Lucas,11911,331377
1939,1,2,1,0,775,1288,none,0,0,TRUE,FALSE,FALSE,FALSE,157,Young Green,,West Gregoryview,10750,373972
1947,1,3,1,1,1688,1679,none,0,0,FALSE,FALSE,FALSE,FALSE,94395,Lewis Stravenue,,West Gregoryview,10750,268129
1964,1,4,1,1,1109,1233,attached,361,0,FALSE,FALSE,FALSE,FALSE,476,Williams Inlet,,West Gregoryview,10750,411365
1969,1,3,1,1,1458,1610,attached,443,0,FALSE,FALSE,TRUE,TRUE,50156,Delgado Mountains,,West Gregoryview,10750,486868
1950,1,2,1,0,1726,1914,attached,322,0,TRUE,FALSE,FALSE,FALSE,56194,Jorge Junction,,West Gregoryview,10750,355624
1983,1,2,2,0,1119,1532,attached,1403,0,TRUE,FALSE,TRUE,TRUE,602,Mccarty Groves,,West Gregoryview,10750,400784
1980,1,3,2,0,1120,1119,attached,444,0,TRUE,FALSE,TRUE,FALSE,4532,Shaun Ports,,West Gregoryview,10750,303412
1982,1,3,2,0,1223,1329,attached,443,0,TRUE,FALSE,TRUE,FALSE,17459,Shaun Ports,,West Gregoryview,10750,395139
1983,1,2,2,0,1112,1218,attached,402,0,TRUE,FALSE,TRUE,TRUE,6647,Justin Lane,,West Gregoryview,10750,289298
1955,1,3,1,1,1154,1207,attached,405,0,FALSE,FALSE,TRUE,FALSE,9495,Tran Mews,,West Gregoryview,10750,373970
1987,4,3,2,0,1323,1321,attached,484,0,TRUE,FALSE,TRUE,TRUE,399,Mcintyre Center,,Chadstad,10272,356607
1987,1,3,2,0,1131,1182,attached,462,0,TRUE,FALSE,TRUE,TRUE,31535,Jade Islands,,Chadstad,10272,394003
1974,1,4,1,1,1598,1648,attached,502,0,TRUE,FALSE,TRUE,TRUE,22683,Cheryl Corner,,Chadstad,10272,400678
1975,1,4,1,1,1285,1305,attached,472,0,FALSE,FALSE,TRUE,TRUE,631,Tamara Spur,,Chadstad,10272,333899
1952,1,3,1,0,949,1039,none,0,203,FALSE,FALSE,FALSE,FALSE,4994,Kari Wall,,Chadstad,10272,307192
1954,1,3,1,0,1106,1485,detached,481,0,FALSE,FALSE,TRUE,TRUE,77365,Daugherty Trace,,Chadstad,10272,340581
1952,1,3,1,0,959,1063,none,0,0,FALSE,FALSE,FALSE,FALSE,3449,Sandra Course,,Chadstad,10272,323214
1953,1,3,1,0,956,1134,attached,322,0,FALSE,FALSE,TRUE,TRUE,290,Misty Station,,Chadstad,10272,315203
1970,1,4,1,1,1368,1418,attached,482,0,TRUE,FALSE,TRUE,TRUE,736,Smith Green,,Chadstad,10272,394005
1969,1,5,1,1,1461,1969,attached,341,0,TRUE,TRUE,TRUE,FALSE,1684,Smith Green,,Chadstad,10272,434068
1974,1,4,1,1,1574,1623,attached,516,0,TRUE,TRUE,TRUE,TRUE,93060,Ryan Roads,,Chadstad,10272,396675
1990,1,5,2,1,2732,2943,attached,630,0,TRUE,FALSE,TRUE,TRUE,772,Jodi Inlet,,Chadstad,10209,641087
1989,1,4,2,0,1616,2168,attached,629,0,TRUE,FALSE,TRUE,TRUE,10,Nancy Valleys,,Chadstad,10209,236403
1988,2,4,2,1,2168,2239,attached,416,0,TRUE,FALSE,TRUE,TRUE,1643,Ward Port,,Chadstad,10209,517544
1974,1,3,1,1,1565,1570,attached,436,0,TRUE,FALSE,TRUE,TRUE,501,Lopez Rest,,Chadstad,10209,494171
1965,1,3,1,1,1493,1727,attached,402,0,TRUE,FALSE,TRUE,TRUE,1948,Megan Brooks,,Justinport,10497,277197
2011,1,3,2,1,2029,2149,attached,480,0,TRUE,FALSE,TRUE,TRUE,497,Natasha Estate,,West Gregoryview,10750,620932
2007,2,3,2,1,2739,2797,attached,624,0,TRUE,FALSE,TRUE,TRUE,6178,Jeffrey Bypass,,Coletown,11631,412018
2006,2,3,2,1,2749,2805,attached,625,0,TRUE,FALSE,TRUE,TRUE,9165,White Street,,Coletown,11631,721038
2008,1,3,2,1,2403,2501,attached,598,0,TRUE,FALSE,TRUE,TRUE,919,Dickerson Stream,,West Gregoryview,10750,670317
2006,2,5,3,0,2855,3037,attached,618,0,TRUE,FALSE,TRUE,TRUE,3847,Carolyn Fields,,West Gregoryview,10750,674557
2004,2,6,4,1,4241,4240,attached,620,0,TRUE,FALSE,TRUE,TRUE,750,Phillips Tunnel,,Coletown,11631,728587
2007,2,4,2,1,3112,3195,attached,764,0,TRUE,FALSE,TRUE,TRUE,91,Nicole Gateway,,Coletown,11631,590564
2005,2,4,2,1,3109,3195,attached,762,0,TRUE,FALSE,TRUE,TRUE,1986,Nicole Gateway,,Coletown,11631,644126
2004,2,4,2,1,3112,3190,attached,764,0,TRUE,FALSE,TRUE,TRUE,606,Olson Oval,,West Gregoryview,10750,670319
2004,2,5,2,1,3917,4001,attached,360,0,TRUE,TRUE,TRUE,TRUE,91367,Robinson Avenue,,Coletown,11631,681205
